Date,State,Vegetable Name,Wholesale Price,Retail Price,Mall Price,Unit,Vegetable Image
2024-05-31,Gujarat,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-05-31,Gujarat,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-05-31,Gujarat,Baby Corn,50,58 - 64,60 - 83,1kg,N/A
2024-05-31,Gujarat,Banana Flower,17,20 - 22,20 - 28,1kg,N/A
2024-05-31,Gujarat,Capsicum,44,51 - 56,53 - 73,1kg,N/A
2024-05-31,Gujarat,Bitter Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-05-31,Gujarat,Bottle Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-31,Gujarat,Butter Beans,54,62 - 69,65 - 89,1kg,N/A
2024-05-31,Gujarat,Broad Beans,64,74 - 81,77 - 106,1kg,N/A
2024-05-31,Gujarat,Cabbage,33,38 - 42,40 - 54,1kg,N/A
2024-05-31,Gujarat,Carrot,44,51 - 56,53 - 73,1kg,N/A
2024-05-31,Gujarat,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-05-31,Gujarat,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-05-31,Gujarat,Coconut,33,38 - 42,40 - 54,1kg,N/A
2024-05-31,Gujarat,Colocasia Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-31,Gujarat,Colocasia,25,29 - 32,30 - 41,1kg,N/A
2024-05-31,Gujarat,Coriander Leaves,7,8 - 9,8 - 12,1kg,N/A
2024-05-31,Gujarat,Corn,33,38 - 42,40 - 54,1kg,N/A
2024-05-31,Gujarat,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-05-31,Gujarat,Curry Leaves,30,35 - 38,36 - 50,1kg,N/A
2024-05-31,Gujarat,Dill Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-31,Gujarat,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-31,Gujarat,Brinjal,36,41 - 46,43 - 59,1kg,N/A
2024-05-31,Gujarat,Brinjal (Big),32,37 - 41,38 - 53,1kg,N/A
2024-05-31,Gujarat,Elephant Yam,35,40 - 44,42 - 58,1kg,N/A
2024-05-31,Gujarat,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-31,Gujarat,French Beans,179,206 - 227,215 - 295,1kg,N/A
2024-05-31,Gujarat,Garlic,270,311 - 343,324 - 446,1kg,N/A
2024-05-31,Gujarat,Ginger,122,140 - 155,146 - 201,1kg,N/A
2024-05-31,Gujarat,Onion Green,43,49 - 55,52 - 71,1kg,N/A
2024-05-31,Gujarat,Green Peas,49,56 - 62,59 - 81,1kg,N/A
2024-05-31,Gujarat,Ivy Gourd,28,32 - 36,34 - 46,1kg,N/A
2024-05-31,Gujarat,Lemon (Lime),95,109 - 121,114 - 157,1kg,N/A
2024-05-31,Gujarat,Mango Raw,26,30 - 33,31 - 43,1kg,N/A
2024-05-31,Gujarat,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-31,Gujarat,Mushroom,93,107 - 118,112 - 153,1kg,N/A
2024-05-31,Gujarat,Mustard Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-31,Gujarat,Ladies Finger,46,53 - 58,55 - 76,1kg,N/A
2024-05-31,Gujarat,Pumpkin,17,20 - 22,20 - 28,1kg,N/A
2024-05-31,Gujarat,Radish,35,40 - 44,42 - 58,1kg,N/A
2024-05-31,Gujarat,Ridge Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-31,Gujarat,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,N/A
2024-05-31,Gujarat,Snake Gourd,39,45 - 50,47 - 64,1kg,N/A
2024-05-31,Gujarat,Sorrel Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-31,Gujarat,Spinach,12,14 - 15,14 - 20,1kg,N/A
2024-05-31,Gujarat,Sweet Potato,39,45 - 50,47 - 64,1kg,N/A
2024-06-01,Gujarat,Onion Big,30,35 - 38,36 - 50,1kg,N/A
2024-06-01,Gujarat,Onion Small,35,40 - 44,42 - 58,1kg,N/A
2024-06-01,Gujarat,Tomato,24,28 - 30,29 - 40,1kg,N/A
2024-06-01,Gujarat,Green Chilli,91,105 - 116,109 - 150,1kg,N/A
2024-06-01,Gujarat,Beetroot,39,45 - 50,47 - 64,1kg,N/A
2024-06-01,Gujarat,Potato,36,41 - 46,43 - 59,1kg,N/A
2024-06-01,Gujarat,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-06-01,Gujarat,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-01,Gujarat,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-06-01,Gujarat,Ash gourd,16,18 - 20,19 - 26,1kg,N/A
2024-06-01,Gujarat,Baby Corn,55,63 - 70,66 - 91,1kg,N/A
2024-06-01,Gujarat,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-06-01,Gujarat,Capsicum,41,47 - 52,49 - 68,1kg,N/A
2024-06-01,Gujarat,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-01,Gujarat,Bottle Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-01,Gujarat,Butter Beans,47,54 - 60,56 - 78,1kg,N/A
2024-06-01,Gujarat,Broad Beans,64,74 - 81,77 - 106,1kg,N/A
2024-06-01,Gujarat,Cabbage,30,35 - 38,36 - 50,1kg,N/A
2024-06-01,Gujarat,Carrot,40,46 - 51,48 - 66,1kg,N/A
2024-06-01,Gujarat,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-06-01,Gujarat,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-06-01,Gujarat,Coconut,37,43 - 47,44 - 61,1kg,N/A
2024-06-01,Gujarat,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-01,Gujarat,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-06-01,Gujarat,Coriander Leaves,6,7 - 8,7 - 10,1kg,N/A
2024-06-01,Gujarat,Corn,33,38 - 42,40 - 54,1kg,N/A
2024-06-01,Gujarat,Cucumber,25,29 - 32,30 - 41,1kg,N/A
2024-06-01,Gujarat,Curry Leaves,27,31 - 34,32 - 45,1kg,N/A
2024-06-01,Gujarat,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-01,Gujarat,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-06-01,Gujarat,Brinjal,37,43 - 47,44 - 61,1kg,N/A
2024-06-01,Gujarat,Brinjal (Big),36,41 - 46,43 - 59,1kg,N/A
2024-06-01,Gujarat,Elephant Yam,36,41 - 46,43 - 59,1kg,N/A
2024-06-01,Gujarat,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-01,Gujarat,French Beans,169,194 - 215,203 - 279,1kg,N/A
2024-06-01,Gujarat,Garlic,262,301 - 333,314 - 432,1kg,N/A
2024-06-01,Gujarat,Ginger,126,145 - 160,151 - 208,1kg,N/A
2024-06-01,Gujarat,Onion Green,44,51 - 56,53 - 73,1kg,N/A
2024-06-01,Gujarat,Green Peas,46,53 - 58,55 - 76,1kg,N/A
2024-06-01,Gujarat,Ivy Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-01,Gujarat,Lemon (Lime),108,124 - 137,130 - 178,1kg,N/A
2024-06-01,Gujarat,Mango Raw,28,32 - 36,34 - 46,1kg,N/A
2024-06-01,Gujarat,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-06-01,Gujarat,Mushroom,85,98 - 108,102 - 140,1kg,N/A
2024-06-01,Gujarat,Mustard Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-06-01,Gujarat,Ladies Finger,48,55 - 61,58 - 79,1kg,N/A
2024-06-01,Gujarat,Pumpkin,20,23 - 25,24 - 33,1kg,N/A
2024-06-01,Gujarat,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-01,Gujarat,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-01,Gujarat,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,N/A
2024-06-01,Gujarat,Snake Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-01,Gujarat,Sorrel Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-01,Gujarat,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-06-01,Gujarat,Sweet Potato,36,41 - 46,43 - 59,1kg,N/A
2024-06-02,Gujarat,Onion Big,30,35 - 38,36 - 50,1kg,N/A
2024-06-02,Gujarat,Onion Small,35,40 - 44,42 - 58,1kg,N/A
2024-06-02,Gujarat,Tomato,24,28 - 30,29 - 40,1kg,N/A
2024-06-02,Gujarat,Green Chilli,91,105 - 116,109 - 150,1kg,N/A
2024-06-02,Gujarat,Beetroot,39,45 - 50,47 - 64,1kg,N/A
2024-06-02,Gujarat,Potato,36,41 - 46,43 - 59,1kg,N/A
2024-06-02,Gujarat,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-06-02,Gujarat,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-02,Gujarat,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-06-02,Gujarat,Ash gourd,16,18 - 20,19 - 26,1kg,N/A
2024-06-02,Gujarat,Baby Corn,55,63 - 70,66 - 91,1kg,N/A
2024-06-02,Gujarat,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-06-02,Gujarat,Capsicum,41,47 - 52,49 - 68,1kg,N/A
2024-06-02,Gujarat,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-02,Gujarat,Bottle Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-02,Gujarat,Butter Beans,47,54 - 60,56 - 78,1kg,N/A
2024-06-02,Gujarat,Broad Beans,64,74 - 81,77 - 106,1kg,N/A
2024-06-02,Gujarat,Cabbage,30,35 - 38,36 - 50,1kg,N/A
2024-06-02,Gujarat,Carrot,40,46 - 51,48 - 66,1kg,N/A
2024-06-02,Gujarat,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-06-02,Gujarat,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-06-02,Gujarat,Coconut,37,43 - 47,44 - 61,1kg,N/A
2024-06-02,Gujarat,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-02,Gujarat,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-06-02,Gujarat,Coriander Leaves,6,7 - 8,7 - 10,1kg,N/A
2024-06-02,Gujarat,Corn,33,38 - 42,40 - 54,1kg,N/A
2024-06-02,Gujarat,Cucumber,25,29 - 32,30 - 41,1kg,N/A
2024-06-02,Gujarat,Curry Leaves,27,31 - 34,32 - 45,1kg,N/A
2024-06-02,Gujarat,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-02,Gujarat,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-06-02,Gujarat,Brinjal,37,43 - 47,44 - 61,1kg,N/A
2024-06-02,Gujarat,Brinjal (Big),36,41 - 46,43 - 59,1kg,N/A
2024-06-02,Gujarat,Elephant Yam,36,41 - 46,43 - 59,1kg,N/A
2024-06-02,Gujarat,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-02,Gujarat,French Beans,169,194 - 215,203 - 279,1kg,N/A
2024-06-02,Gujarat,Garlic,262,301 - 333,314 - 432,1kg,N/A
2024-06-02,Gujarat,Ginger,126,145 - 160,151 - 208,1kg,N/A
2024-06-02,Gujarat,Onion Green,44,51 - 56,53 - 73,1kg,N/A
2024-06-02,Gujarat,Green Peas,46,53 - 58,55 - 76,1kg,N/A
2024-06-02,Gujarat,Ivy Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-02,Gujarat,Lemon (Lime),108,124 - 137,130 - 178,1kg,N/A
2024-06-02,Gujarat,Mango Raw,28,32 - 36,34 - 46,1kg,N/A
2024-06-02,Gujarat,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-06-02,Gujarat,Mushroom,85,98 - 108,102 - 140,1kg,N/A
2024-06-02,Gujarat,Mustard Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-06-02,Gujarat,Ladies Finger,48,55 - 61,58 - 79,1kg,N/A
2024-06-02,Gujarat,Pumpkin,20,23 - 25,24 - 33,1kg,N/A
2024-06-02,Gujarat,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-02,Gujarat,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-02,Gujarat,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,N/A
2024-06-02,Gujarat,Snake Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-02,Gujarat,Sorrel Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-02,Gujarat,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-06-02,Gujarat,Sweet Potato,36,41 - 46,43 - 59,1kg,N/A
2024-06-03,Gujarat,Onion Big,34,39 - 43,41 - 56,1kg,N/A
2024-06-03,Gujarat,Onion Small,35,40 - 44,42 - 58,1kg,N/A
2024-06-03,Gujarat,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-06-03,Gujarat,Green Chilli,81,93 - 103,97 - 134,1kg,N/A
2024-06-03,Gujarat,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-06-03,Gujarat,Potato,36,41 - 46,43 - 59,1kg,N/A
2024-06-03,Gujarat,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-06-03,Gujarat,Amaranth Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-03,Gujarat,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-03,Gujarat,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-06-03,Gujarat,Baby Corn,58,67 - 74,70 - 96,1kg,N/A
2024-06-03,Gujarat,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-06-03,Gujarat,Capsicum,48,55 - 61,58 - 79,1kg,N/A
2024-06-03,Gujarat,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-03,Gujarat,Bottle Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-03,Gujarat,Butter Beans,47,54 - 60,56 - 78,1kg,N/A
2024-06-03,Gujarat,Broad Beans,62,71 - 79,74 - 102,1kg,N/A
2024-06-03,Gujarat,Cabbage,31,36 - 39,37 - 51,1kg,N/A
2024-06-03,Gujarat,Carrot,42,48 - 53,50 - 69,1kg,N/A
2024-06-03,Gujarat,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-06-03,Gujarat,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-06-03,Gujarat,Coconut,34,39 - 43,41 - 56,1kg,N/A
2024-06-03,Gujarat,Colocasia Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-03,Gujarat,Colocasia,29,33 - 37,35 - 48,1kg,N/A
2024-06-03,Gujarat,Coriander Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-03,Gujarat,Corn,31,36 - 39,37 - 51,1kg,N/A
2024-06-03,Gujarat,Cucumber,28,32 - 36,34 - 46,1kg,N/A
2024-06-03,Gujarat,Curry Leaves,27,31 - 34,32 - 45,1kg,N/A
2024-06-03,Gujarat,Dill Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-03,Gujarat,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-06-03,Gujarat,Brinjal,32,37 - 41,38 - 53,1kg,N/A
2024-06-03,Gujarat,Brinjal (Big),35,40 - 44,42 - 58,1kg,N/A
2024-06-03,Gujarat,Elephant Yam,36,41 - 46,43 - 59,1kg,N/A
2024-06-03,Gujarat,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-03,Gujarat,French Beans,165,190 - 210,198 - 272,1kg,N/A
2024-06-03,Gujarat,Garlic,272,313 - 345,326 - 449,1kg,N/A
2024-06-03,Gujarat,Ginger,122,140 - 155,146 - 201,1kg,N/A
2024-06-03,Gujarat,Onion Green,41,47 - 52,49 - 68,1kg,N/A
2024-06-03,Gujarat,Green Peas,44,51 - 56,53 - 73,1kg,N/A
2024-06-03,Gujarat,Ivy Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-03,Gujarat,Lemon (Lime),105,121 - 133,126 - 173,1kg,N/A
2024-06-03,Gujarat,Mango Raw,30,35 - 38,36 - 50,1kg,N/A
2024-06-03,Gujarat,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-03,Gujarat,Mushroom,75,86 - 95,90 - 124,1kg,N/A
2024-06-03,Gujarat,Mustard Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-03,Gujarat,Ladies Finger,45,52 - 57,54 - 74,1kg,N/A
2024-06-03,Gujarat,Pumpkin,21,24 - 27,25 - 35,1kg,N/A
2024-06-03,Gujarat,Radish,32,37 - 41,38 - 53,1kg,N/A
2024-06-03,Gujarat,Ridge Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-03,Gujarat,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-06-03,Gujarat,Snake Gourd,38,44 - 48,46 - 63,1kg,N/A
2024-06-03,Gujarat,Sorrel Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-03,Gujarat,Spinach,17,20 - 22,20 - 28,1kg,N/A
2024-06-03,Gujarat,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-04,Gujarat,Onion Big,34,39 - 43,41 - 56,1kg,N/A
2024-06-04,Gujarat,Onion Small,35,40 - 44,42 - 58,1kg,N/A
2024-06-04,Gujarat,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-06-04,Gujarat,Green Chilli,81,93 - 103,97 - 134,1kg,N/A
2024-06-04,Gujarat,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-06-04,Gujarat,Potato,36,41 - 46,43 - 59,1kg,N/A
2024-06-04,Gujarat,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-06-04,Gujarat,Amaranth Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-04,Gujarat,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-04,Gujarat,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-06-04,Gujarat,Baby Corn,58,67 - 74,70 - 96,1kg,N/A
2024-06-04,Gujarat,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-06-04,Gujarat,Capsicum,48,55 - 61,58 - 79,1kg,N/A
2024-06-04,Gujarat,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-04,Gujarat,Bottle Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-04,Gujarat,Butter Beans,47,54 - 60,56 - 78,1kg,N/A
2024-06-04,Gujarat,Broad Beans,62,71 - 79,74 - 102,1kg,N/A
2024-06-04,Gujarat,Cabbage,31,36 - 39,37 - 51,1kg,N/A
2024-06-04,Gujarat,Carrot,42,48 - 53,50 - 69,1kg,N/A
2024-06-04,Gujarat,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-06-04,Gujarat,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-06-04,Gujarat,Coconut,34,39 - 43,41 - 56,1kg,N/A
2024-06-04,Gujarat,Colocasia Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-04,Gujarat,Colocasia,29,33 - 37,35 - 48,1kg,N/A
2024-06-04,Gujarat,Coriander Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-04,Gujarat,Corn,31,36 - 39,37 - 51,1kg,N/A
2024-06-04,Gujarat,Cucumber,28,32 - 36,34 - 46,1kg,N/A
2024-06-04,Gujarat,Curry Leaves,27,31 - 34,32 - 45,1kg,N/A
2024-06-04,Gujarat,Dill Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-04,Gujarat,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-06-04,Gujarat,Brinjal,32,37 - 41,38 - 53,1kg,N/A
2024-06-04,Gujarat,Brinjal (Big),35,40 - 44,42 - 58,1kg,N/A
2024-06-04,Gujarat,Elephant Yam,36,41 - 46,43 - 59,1kg,N/A
2024-06-04,Gujarat,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-04,Gujarat,French Beans,165,190 - 210,198 - 272,1kg,N/A
2024-06-04,Gujarat,Garlic,272,313 - 345,326 - 449,1kg,N/A
2024-06-04,Gujarat,Ginger,122,140 - 155,146 - 201,1kg,N/A
2024-06-04,Gujarat,Onion Green,41,47 - 52,49 - 68,1kg,N/A
2024-06-04,Gujarat,Green Peas,44,51 - 56,53 - 73,1kg,N/A
2024-06-04,Gujarat,Ivy Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-04,Gujarat,Lemon (Lime),105,121 - 133,126 - 173,1kg,N/A
2024-06-04,Gujarat,Mango Raw,30,35 - 38,36 - 50,1kg,N/A
2024-06-04,Gujarat,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-04,Gujarat,Mushroom,75,86 - 95,90 - 124,1kg,N/A
2024-06-04,Gujarat,Mustard Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-04,Gujarat,Ladies Finger,45,52 - 57,54 - 74,1kg,N/A
2024-06-04,Gujarat,Pumpkin,21,24 - 27,25 - 35,1kg,N/A
2024-06-04,Gujarat,Radish,32,37 - 41,38 - 53,1kg,N/A
2024-06-04,Gujarat,Ridge Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-04,Gujarat,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-06-04,Gujarat,Snake Gourd,38,44 - 48,46 - 63,1kg,N/A
2024-06-04,Gujarat,Sorrel Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-04,Gujarat,Spinach,17,20 - 22,20 - 28,1kg,N/A
2024-06-04,Gujarat,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-05,Gujarat,Onion Big,34,39 - 43,41 - 56,1kg,N/A
2024-06-05,Gujarat,Onion Small,35,40 - 44,42 - 58,1kg,N/A
2024-06-05,Gujarat,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-06-05,Gujarat,Green Chilli,81,93 - 103,97 - 134,1kg,N/A
2024-06-05,Gujarat,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-06-05,Gujarat,Potato,36,41 - 46,43 - 59,1kg,N/A
2024-06-05,Gujarat,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-06-05,Gujarat,Amaranth Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-05,Gujarat,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-05,Gujarat,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-06-05,Gujarat,Baby Corn,58,67 - 74,70 - 96,1kg,N/A
2024-06-05,Gujarat,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-06-05,Gujarat,Capsicum,48,55 - 61,58 - 79,1kg,N/A
2024-06-05,Gujarat,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-05,Gujarat,Bottle Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-05,Gujarat,Butter Beans,47,54 - 60,56 - 78,1kg,N/A
2024-06-05,Gujarat,Broad Beans,62,71 - 79,74 - 102,1kg,N/A
2024-06-05,Gujarat,Cabbage,31,36 - 39,37 - 51,1kg,N/A
2024-06-05,Gujarat,Carrot,42,48 - 53,50 - 69,1kg,N/A
2024-06-05,Gujarat,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-06-05,Gujarat,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-06-05,Gujarat,Coconut,34,39 - 43,41 - 56,1kg,N/A
2024-06-05,Gujarat,Colocasia Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-05,Gujarat,Colocasia,29,33 - 37,35 - 48,1kg,N/A
2024-06-05,Gujarat,Coriander Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-05,Gujarat,Corn,31,36 - 39,37 - 51,1kg,N/A
2024-06-05,Gujarat,Cucumber,28,32 - 36,34 - 46,1kg,N/A
2024-06-05,Gujarat,Curry Leaves,27,31 - 34,32 - 45,1kg,N/A
2024-06-05,Gujarat,Dill Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-05,Gujarat,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-06-05,Gujarat,Brinjal,32,37 - 41,38 - 53,1kg,N/A
2024-06-05,Gujarat,Brinjal (Big),35,40 - 44,42 - 58,1kg,N/A
2024-06-05,Gujarat,Elephant Yam,36,41 - 46,43 - 59,1kg,N/A
2024-06-05,Gujarat,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-05,Gujarat,French Beans,165,190 - 210,198 - 272,1kg,N/A
2024-06-05,Gujarat,Garlic,272,313 - 345,326 - 449,1kg,N/A
2024-06-05,Gujarat,Ginger,122,140 - 155,146 - 201,1kg,N/A
2024-06-05,Gujarat,Onion Green,41,47 - 52,49 - 68,1kg,N/A
2024-06-05,Gujarat,Green Peas,44,51 - 56,53 - 73,1kg,N/A
2024-06-05,Gujarat,Ivy Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-05,Gujarat,Lemon (Lime),105,121 - 133,126 - 173,1kg,N/A
2024-06-05,Gujarat,Mango Raw,30,35 - 38,36 - 50,1kg,N/A
2024-06-05,Gujarat,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-05,Gujarat,Mushroom,75,86 - 95,90 - 124,1kg,N/A
2024-06-05,Gujarat,Mustard Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-05,Gujarat,Ladies Finger,45,52 - 57,54 - 74,1kg,N/A
2024-06-05,Gujarat,Pumpkin,21,24 - 27,25 - 35,1kg,N/A
2024-06-05,Gujarat,Radish,32,37 - 41,38 - 53,1kg,N/A
2024-06-05,Gujarat,Ridge Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-05,Gujarat,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-06-05,Gujarat,Snake Gourd,38,44 - 48,46 - 63,1kg,N/A
2024-06-05,Gujarat,Sorrel Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-05,Gujarat,Spinach,17,20 - 22,20 - 28,1kg,N/A
2024-06-05,Gujarat,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-06,Gujarat,Onion Big,31,36 - 39,37 - 51,1kg,N/A
2024-06-06,Gujarat,Onion Small,34,39 - 43,41 - 56,1kg,N/A
2024-06-06,Gujarat,Tomato,31,36 - 39,37 - 51,1kg,N/A
2024-06-06,Gujarat,Green Chilli,85,98 - 108,102 - 140,1kg,N/A
2024-06-06,Gujarat,Beetroot,35,40 - 44,42 - 58,1kg,N/A
2024-06-06,Gujarat,Potato,34,39 - 43,41 - 56,1kg,N/A
2024-06-06,Gujarat,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-06-06,Gujarat,Amaranth Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-06,Gujarat,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-06-06,Gujarat,Ash gourd,20,23 - 25,24 - 33,1kg,N/A
2024-06-06,Gujarat,Baby Corn,46,53 - 58,55 - 76,1kg,N/A
2024-06-06,Gujarat,Banana Flower,14,16 - 18,17 - 23,1kg,N/A
2024-06-06,Gujarat,Capsicum,43,49 - 55,52 - 71,1kg,N/A
2024-06-06,Gujarat,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
